ONTOLOGY,ID,pathway,Biodomain
BP,GO:0000038,very long-chain fatty acid metabolic process,Lipid Metabolism
MF,GO:0030551,cyclic nucleotide binding,none
BP,GO:0060969,negative regulation of gene silencing,none
BP,GO:0090184,positive regulation of kidney development,none
MF,GO:0004065,arylsulfatase activity,none
BP,GO:0019362,pyridine nucleotide metabolic process,none
BP,GO:0046496,nicotinamide nucleotide metabolic process,none
MF,GO:1901567,fatty acid derivative binding,none
BP,GO:0032964,collagen biosynthetic process,Structural Stabilization
BP,GO:0010575,positive regulation of vascular endothelial growth factor production,Vasculature
BP,GO:0006308,DNA catabolic process,Cell Cycle
BP,GO:0006308,DNA catabolic process,DNA Repair
BP,GO:0038111,interleukin-7-mediated signaling pathway,Immune Response
MF,GO:0005024,transforming growth factor beta-activated receptor activity,none
BP,GO:0009166,nucleotide catabolic process,none
BP,GO:0045746,negative regulation of Notch signaling pathway,none
BP,GO:0060379,cardiac muscle cell myoblast differentiation,none
MF,GO:0072349,modified amino acid transmembrane transporter activity,none
BP,GO:0098719,sodium ion import across plasma membrane,none
BP,GO:1901685,glutathione derivative metabolic process,Oxidative Stress
BP,GO:1901687,glutathione derivative biosynthetic process,Oxidative Stress
MF,GO:0001614,purinergic nucleotide receptor activity,Immune Response
MF,GO:0016502,nucleotide receptor activity,none
BP,GO:0021575,hindbrain morphogenesis,none
BP,GO:0046039,GTP metabolic process,none
BP,GO:0006688,glycosphingolipid biosynthetic process,Lipid Metabolism
BP,GO:0033540,fatty acid beta-oxidation using acyl-CoA oxidase,Lipid Metabolism
BP,GO:0016074,snoRNA metabolic process,none
BP,GO:0035729,cellular response to hepatocyte growth factor stimulus,none
CC,GO:0098644,complex of collagen trimers,none
BP,GO:2000232,regulation of rRNA processing,none
MF,GO:0043539,protein serine/threonine kinase activator activity,none
BP,GO:0070286,axonemal dynein complex assembly,Structural Stabilization
BP,GO:0035493,SNARE complex assembly,Synapse
BP,GO:0070286,axonemal dynein complex assembly,Synapse
BP,GO:1902166,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,Apoptosis
BP,GO:1902254,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator,Apoptosis
BP,GO:0006266,DNA ligation,Cell Cycle
BP,GO:0006266,DNA ligation,DNA Repair
BP,GO:0072203,cell proliferation involved in metanephros development,none
BP,GO:0009148,pyrimidine nucleoside triphosphate biosynthetic process,Cell Cycle
BP,GO:0071157,negative regulation of cell cycle arrest,Cell Cycle
MF,GO:0005123,death receptor binding,Immune Response
BP,GO:0042182,ketone catabolic process,none
BP,GO:0045191,regulation of isotype switching,none
MF,GO:0008083,growth factor activity,none
BP,GO:0009072,aromatic amino acid family metabolic process,none
CC,GO:0044232,organelle membrane contact site,none
BP,GO:0060122,inner ear receptor cell stereocilium organization,none
BP,GO:1990868,response to chemokine,none
BP,GO:1990869,cellular response to chemokine,none
BP,GO:0009129,pyrimidine nucleoside monophosphate metabolic process,Cell Cycle
BP,GO:0006623,protein targeting to vacuole,none
CC,GO:0032039,integrator complex,none
BP,GO:1900078,positive regulation of cellular response to insulin stimulus,none
BP,GO:0006271,DNA strand elongation involved in DNA replication,Cell Cycle
BP,GO:0150079,negative regulation of neuroinflammatory response,Immune Response
BP,GO:0006544,glycine metabolic process,none
MF,GO:0016782,"transferase activity, transferring sulfur-containing groups",none
BP,GO:0010458,exit from mitosis,Cell Cycle
BP,GO:0022616,DNA strand elongation,Cell Cycle
BP,GO:0006289,nucleotide-excision repair,DNA Repair
BP,GO:0090501,RNA phosphodiester bond hydrolysis,none
BP,GO:0051284,positive regulation of sequestering of calcium ion,none
BP,GO:2000756,regulation of peptidyl-lysine acetylation,none
BP,GO:2000105,positive regulation of DNA-dependent DNA replication,Cell Cycle
BP,GO:0002287,alpha-beta T cell activation involved in immune response,Immune Response
BP,GO:0002293,alpha-beta T cell differentiation involved in immune response,Immune Response
BP,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",Immune Response
BP,GO:0021680,cerebellar Purkinje cell layer development,none
BP,GO:1903025,regulation of RNA polymerase II regulatory region sequence-specific DNA binding,none
BP,GO:0048706,embryonic skeletal system development,none
BP,GO:0090183,regulation of kidney development,none
BP,GO:1902074,response to salt,none
BP,GO:0016572,histone phosphorylation,Epigenetic
BP,GO:0150105,protein localization to cell-cell junction,none
BP,GO:1903510,mucopolysaccharide metabolic process,none
BP,GO:0042401,cellular biogenic amine biosynthetic process,Synapse
BP,GO:0097284,hepatocyte apoptotic process,none
CC,GO:0097733,photoreceptor cell cilium,none
BP,GO:0009218,pyrimidine ribonucleotide metabolic process,Cell Cycle
BP,GO:0009133,nucleoside diphosphate biosynthetic process,none
BP,GO:0009219,pyrimidine deoxyribonucleotide metabolic process,Cell Cycle
MF,GO:0004550,nucleoside diphosphate kinase activity,none
BP,GO:0006334,nucleosome assembly,Epigenetic
MF,GO:0005109,frizzled binding,none
BP,GO:0006828,manganese ion transport,none
BP,GO:0019359,nicotinamide nucleotide biosynthetic process,none
BP,GO:0019363,pyridine nucleotide biosynthetic process,none
BP,GO:1905144,response to acetylcholine,none
BP,GO:1905145,cellular response to acetylcholine,none
BP,GO:0060670,branching involved in labyrinthine layer morphogenesis,none
MF,GO:0097493,structural molecule activity conferring elasticity,Structural Stabilization
BP,GO:0007096,regulation of exit from mitosis,Cell Cycle
MF,GO:0000340,RNA 7-methylguanosine cap binding,none
CC,GO:0046540,U4/U6 x U5 tri-snRNP complex,none
BP,GO:0051785,positive regulation of nuclear division,none
BP,GO:0060260,regulation of transcription initiation from RNA polymerase II promoter,none
BP,GO:0072148,epithelial cell fate commitment,none
CC,GO:0097526,spliceosomal tri-snRNP complex,none
BP,GO:1904851,positive regulation of establishment of protein localization to telomere,none
BP,GO:0043555,regulation of translation in response to stress,Proteostasis
BP,GO:0051085,chaperone cofactor-dependent protein refolding,Proteostasis
BP,GO:1901096,regulation of autophagosome maturation,Autophagy
MF,GO:0004536,deoxyribonuclease activity,none
BP,GO:0061157,mRNA destabilization,none
BP,GO:0097164,ammonium ion metabolic process,none
BP,GO:1901292,nucleoside phosphate catabolic process,none
BP,GO:1901797,negative regulation of signal transduction by p53 class mediator,none
CC,GO:0036452,ESCRT complex,Endolysosome
BP,GO:0042953,lipoprotein transport,Lipid Metabolism
BP,GO:0001829,trophectodermal cell differentiation,none
BP,GO:0048704,embryonic skeletal system morphogenesis,none
BP,GO:0006525,arginine metabolic process,none
MF,GO:0043425,bHLH transcription factor binding,none
BP,GO:0095500,acetylcholine receptor signaling pathway,Synapse
BP,GO:0098780,response to mitochondrial depolarisation,Mitochondrial Metabolism
CC,GO:0030880,RNA polymerase complex,none
CC,GO:0097731,9+0 non-motile cilium,none
BP,GO:0040037,negative regulation of fibroblast growth factor receptor signaling pathway,none
BP,GO:0072524,pyridine-containing compound metabolic process,none
BP,GO:0072529,pyrimidine-containing compound catabolic process,Cell Cycle
BP,GO:0001895,retina homeostasis,none
BP,GO:0009065,glutamine family amino acid catabolic process,none
BP,GO:0044546,NLRP3 inflammasome complex assembly,none
BP,GO:0051255,spindle midzone assembly,none
BP,GO:1903541,regulation of exosomal secretion,none
BP,GO:0006260,DNA replication,Cell Cycle
BP,GO:0034380,high-density lipoprotein particle assembly,Lipid Metabolism
BP,GO:0018149,peptide cross-linking,none
BP,GO:0019068,virion assembly,none
BP,GO:0021681,cerebellar granular layer development,none
BP,GO:0070897,transcription preinitiation complex assembly,none
BP,GO:0000723,telomere maintenance,none
MF,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,none
MF,GO:0016638,"oxidoreductase activity, acting on the CH-NH2 group of donors",none
BP,GO:0017144,drug metabolic process,none
BP,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,Cell Cycle
BP,GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly,Epigenetic
BP,GO:0070508,cholesterol import,Lipid Metabolism
MF,GO:0031491,nucleosome binding,none
BP,GO:0035376,sterol import,none
BP,GO:2001222,regulation of neuron migration,none
BP,GO:2000121,regulation of removal of superoxide radicals,Oxidative Stress
BP,GO:0006352,"DNA-templated transcription, initiation",none
MF,GO:0016763,"transferase activity, transferring pentosyl groups",none
MF,GO:0017070,U6 snRNA binding,none
BP,GO:0032728,positive regulation of interferon-beta production,none
CC,GO:0044666,MLL3/4 complex,Epigenetic
CC,GO:0070938,contractile ring,none
BP,GO:0006296,"nucleotide-excision repair, DNA incision, 5'-to lesion",DNA Repair
CC,GO:0000805,X chromosome,none
BP,GO:0006183,GTP biosynthetic process,none
MF,GO:0015296,anion:cation symporter activity,none
BP,GO:0042220,response to cocaine,none
MF,GO:0050431,transforming growth factor beta binding,none
BP,GO:0071636,positive regulation of transforming growth factor beta production,none
BP,GO:1901984,negative regulation of protein acetylation,none
BP,GO:1903726,negative regulation of phospholipid metabolic process,Lipid Metabolism
MF,GO:0003730,mRNA 3'-UTR binding,none
BP,GO:0033692,cellular polysaccharide biosynthetic process,none
BP,GO:0046434,organophosphate catabolic process,none
BP,GO:0072087,renal vesicle development,none
CC,GO:0071682,endocytic vesicle lumen,Endolysosome
BP,GO:0006383,transcription by RNA polymerase III,none
MF,GO:0030020,extracellular matrix structural constituent conferring tensile strength,Structural Stabilization
BP,GO:0140014,mitotic nuclear division,Cell Cycle
BP,GO:0033169,histone H3-K9 demethylation,Epigenetic
BP,GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,Lipid Metabolism
BP,GO:0051917,regulation of fibrinolysis,none
BP,GO:0070213,protein auto-ADP-ribosylation,none
BP,GO:0071774,response to fibroblast growth factor,none
CC,GO:0031464,Cul4A-RING E3 ubiquitin ligase complex,Proteostasis
BP,GO:0051443,positive regulation of ubiquitin-protein transferase activity,Proteostasis
MF,GO:0004653,polypeptide N-acetylgalactosaminyltransferase activity,none
BP,GO:0006369,termination of RNA polymerase II transcription,none
BP,GO:0009262,deoxyribonucleotide metabolic process,none
MF,GO:0005229,intracellular calcium activated chloride channel activity,Synapse
MF,GO:0061778,intracellular chloride channel activity,Synapse
BP,GO:0098586,cellular response to virus,Immune Response
BP,GO:0014061,regulation of norepinephrine secretion,Synapse
BP,GO:0060674,placenta blood vessel development,Vasculature
CC,GO:0005665,"RNA polymerase II, core complex",none
BP,GO:0050667,homocysteine metabolic process,none
BP,GO:0051783,regulation of nuclear division,none
BP,GO:0060174,limb bud formation,none
BP,GO:1900225,regulation of NLRP3 inflammasome complex assembly,none
BP,GO:2000628,regulation of miRNA metabolic process,none
BP,GO:0043966,histone H3 acetylation,Epigenetic
BP,GO:0035810,positive regulation of urine volume,none
BP,GO:0051984,positive regulation of chromosome segregation,none
BP,GO:0070293,renal absorption,none
BP,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,Immune Response
BP,GO:0016444,somatic cell DNA recombination,none
BP,GO:1901071,glucosamine-containing compound metabolic process,none
BP,GO:0009130,pyrimidine nucleoside monophosphate biosynthetic process,Cell Cycle
BP,GO:0002281,macrophage activation involved in immune response,Immune Response
MF,GO:0005484,SNAP receptor activity,none
BP,GO:0007530,sex determination,none
BP,GO:1901526,positive regulation of mitophagy,Autophagy
BP,GO:0045815,"positive regulation of gene expression, epigenetic",Epigenetic
BP,GO:0042093,T-helper cell differentiation,Immune Response
BP,GO:1901526,positive regulation of mitophagy,Mitochondrial Metabolism
MF,GO:0030275,LRR domain binding,none
BP,GO:0048875,chemical homeostasis within a tissue,none
CC,GO:0030127,COPII vesicle coat,Proteostasis
BP,GO:0050710,negative regulation of cytokine secretion,Immune Response
BP,GO:0043252,sodium-independent organic anion transport,none
BP,GO:2000010,positive regulation of protein localization to cell surface,none
BP,GO:0051788,response to misfolded protein,Proteostasis
BP,GO:0009994,oocyte differentiation,none
MF,GO:0019840,isoprenoid binding,none
BP,GO:0039532,negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway,none
BP,GO:0048524,positive regulation of viral process,none
MF,GO:0008009,chemokine activity,Immune Response
BP,GO:0039528,cytoplasmic pattern recognition receptor signaling pathway in response to virus,Immune Response
BP,GO:0070673,response to interleukin-18,Immune Response
BP,GO:0030539,male genitalia development,none
BP,GO:0042249,establishment of planar polarity of embryonic epithelium,none
BP,GO:1902415,regulation of mRNA binding,none
BP,GO:0007088,regulation of mitotic nuclear division,Cell Cycle
BP,GO:0070875,positive regulation of glycogen metabolic process,none
MF,GO:0005160,transforming growth factor beta receptor binding,Immune Response
BP,GO:0045723,positive regulation of fatty acid biosynthetic process,Lipid Metabolism
BP,GO:0048048,embryonic eye morphogenesis,none
BP,GO:0046501,protoporphyrinogen IX metabolic process,none
BP,GO:0031047,gene silencing by RNA,Epigenetic
BP,GO:0006368,transcription elongation from RNA polymerase II promoter,none
